id,entity_name,dba,all_licenses,total_licenses,license_sub_types,address,city,state,zip_code,municipal_phone,place_id,google_name,formatted_address,website,phone_number,primary_category,categories,rating,user_ratings_total,business_status,enriched_at
2436,"Deep Roots Harvest, Inc.",Deep Roots Harvest,"2023322473, 2023322675, 2025334493, 2026334668",4,"Marijuana Distributor, Retail Marijuana Store, Cannabis Delivery, Retail Product Sales",195 Willis Carrier Cyn,Mesquite,Nevada,89027,,ChIJzWnCsJQqyoAR_D-RT-iKREw,Deep Roots Harvest Mesquite,"195 Willis Carrier Canyon, Mesquite, NV 89027, USA",https://www.deeprootsharvest.com/locations/mesquite-nv/,(702) 345-2854,Store,Store,4.6,3565,OPERATIONAL,2026-08-24 15:05:13
2437,"Deidre J. Call, ESQ., P.C.","Deidre J. Call, ESQ., P.C.",2013302238,1,Law Firm or Law Office,400 N Stephanie St,Henderson,Nevada,89014,,ChIJBVKAZ3TOyIARtAlOaOEBNAg,Las Vegas Skin & Cancer Stephanie,"400 N Stephanie St #400, Henderson, NV 89014, USA",http://www.lvscc.com/seven-hills?utm_source=yext&utm_medium=organic&y_source=1_Mjg3Nzc4MjktNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,(702) 933-0225,Doctor,"Doctor, Health",4.6,5090,OPERATIONAL,2026-08-24 15:05:14
2438,Delco Western,Delco Western,2024329656,1,Miscellaneous,2559 S Decker Lake Ln,West Valley City,Utah,84119,,ChIJV8UHi1CLUocR3jdsNZLAYwc,Delco-Western,"2559 Decker Lake Ln, West Valley City, UT 84119, USA",http://www.delcowestern.com/,(801) 972-0900,Establishment,,4.8,22,OPERATIONAL,2026-08-24 15:05:14
2439,Delena Annette Gregory,Elegant Silk Fresh Floral Design & Accessories,2023329226,1,Miscellaneous,3740 Trancoso Ave,Henderson,Nevada,89044,,ChIJTXeT9I7DyIARwpko6XRZYh4,Eleganza Flowers,"2208 E Charleston Blvd, Las Vegas, NV 89104, USA",http://www.eleganzaflowers.com/,(702) 561-1809,Florist,"Florist, Store",3.6,79,OPERATIONAL,2026-08-24 15:05:15
2440,"Deli Management, Inc.",Jason's Deli,2017304890,1,Restaurant/Food Service,1281 W Warm Springs Rd,Henderson,Nevada,89014,,ChIJ6cLVVvnQyIARtXH99PpLHA4,Jason's Deli,"1281 W Warm Springs Rd #7, Henderson, NV 89014, USA",https://www.jasonsdeli.com/locations/nv/henderson/1281-w-warm-springs-rd--7/,(702) 898-0474,Food,"Food, Restaurant, Store",4.5,1256,OPERATIONAL,2026-08-24 15:05:15
2441,Deloris Demetrius Scott,Lady Confident,2024329443,1,Clothing and Apparel,3535 Executive Terminal Dr,Henderson,Nevada,89052,,ChIJCZM-8jyiagsRXREPIN-lkno,Lady Confident,"3535 Executive Terminal Dr Ste 110, Henderson, NV 89052, USA",https://lcshop.store/,(702) 721-4351,Clothing Store,"Clothing Store, Store",0.0,0,OPERATIONAL,2026-08-24 15:05:16
2442,"Delta Liquid Energy Holdings, LLC",Delta Liquid Energy NV,2026334929,1,Inter-Jurisdictional Business,13995 Grand Valley Pkwy,Las Vegas,Nevada,89165,,,,,,,,,0.0,0,OPERATIONAL,2026-08-24 15:05:17
2443,"Deltacom, LLC","Deltacom, LLC",2012310522,1,Public Utility Telecom,1375 Peachtree St,Atlanta,Georgia,30309,,ChIJh5m9BFAE9YgRTxQikLWpE7M,FedEx Office Print & Ship Center,"1375 Peachtree St NE, Atlanta, GA 30309, USA",https://local.fedex.com/en-us/ga/atlanta/office-1509?cmp=LOC-1001545-3-1-971-1110000-US-US-EN-GPLCOPYANDPRINT,(404) 876-4752,Store,Store,3.2,149,OPERATIONAL,2026-08-24 15:05:17
2444,Dena Lynn Green,Beach Retreat Day Spa,"2011301170, 2011301171, 2011301172",3,"Miscellaneous, Barbershops and Cosmetology Establishment, Massage Establishment",127 S Water St,Henderson,Nevada,89015,,ChIJP9HfgaHWyIARUnKuRqkLLHI,Beach Retreat,"127 S Water St, Henderson, NV 89015, USA",,,Spa,Spa,4.8,5,OPERATIONAL,2026-08-24 15:05:18
2445,Denboris Enterprises Corporation,The UPS Store #7290,2023322164,1,Mail/Postal Service Centers,3459 Saint Rose Pkwy,Henderson,Nevada,89052,,ChIJNdrs-_HNyIAR25nn1zm9gao,The UPS Store,"3459 St Rose Pkwy Ste 120, Henderson, NV 89052, USA",https://locations.theupsstore.com/nv/henderson/3459-saint-rose-pkwy?utm_source=Yext&utm_medium=organic&utm_campaign=Listings,(702) 370-5656,Finance,"Finance, Store",4.5,123,OPERATIONAL,2026-08-24 15:05:18
2446,Deniese Bast,Designs by Deniese Bast,"2015301957, 2015301956",2,"Designer or Decorator, Miscellaneous",2853 Olivia Heights Ave,Henderson,Nevada,89052,,ChIJqwVcyWjGyIAR_EaMViAocrQ,E Design Home,"8275 S Eastern Ave Ste 109, Las Vegas, NV 89123, USA",https://www.edesignhome.com/,(702) 362-0083,General Contractor,General Contractor,5.0,3,OPERATIONAL,2026-08-24 15:05:19
2447,Denise Marie Rutherford,DMR Services,2022319600,1,Miscellaneous,2410 Gold Camp St,Henderson,Nevada,89002,,ChIJ_82pb5_VyIARUWGiaU48oNk,2410 Gold Camp St,"2410 Gold Camp St, Henderson, NV 89002, USA",,,Premise,"Premise, Street Address",0.0,0,OPERATIONAL,2026-08-24 15:05:19
2448,Dennis J Cuiffi,Denny's Handyman Services,2017305727,1,Handyman,532 KENERLY ST,HENDERSON,Nevada,89015,,ChIJXVwLKfrPyIARWW8QofZUS8g,Ace Handyman Services Henderson,"871 Coronado Center Dr Ste 200-201, Henderson, NV 89052, USA",https://www.acehandymanservices.com/offices/henderson?utm_source=google&utm_medium=gbp,(702) 625-7830,General Contractor,"General Contractor, Painter",5.0,19,OPERATIONAL,2026-08-24 15:05:20
2449,Dennis Madden,Dennis Madden,2022320403,1,Instructional Services,931 Via Canale Dr,Henderson,Nevada,89011,,ChIJ9zmRBgXXyIAR2LhYuDRfKsk,931 Via Canale Dr,"931 Via Canale Dr, Henderson, NV 89011, USA",,,Premise,"Premise, Street Address",0.0,0,OPERATIONAL,2026-08-24 15:05:21
2450,Dennis McClain Barnum,Barnum Maintenance,2022318766,1,Gardening/Lawn Maintenance,120 W Chaparral Dr,Henderson,Nevada,89015,,ChIJvXxlPsMho08RgvU1iwrUgxU,Naffah Tech Solutions LLC,"220 E Horizon Dr # G, Henderson, NV 89015, USA",https://naffahtechsolutions.com/,(702) 265-6819,Electrician,"Electrician, Electronics Store, Home Goods Store, Store",5.0,49,OPERATIONAL,2026-08-24 15:05:21
2451,Dent Wizard International Corporation,Dent Wizard International Corporation,2017304458,1,Locksmith/Safe Mechanic,4710 Earth City Expy,St Louis,Missouri,63044,,ChIJZ-XPidIv34cRs-bjaHar5rg,Dent Wizard,"4710 Earth City Expy, Bridgeton, MO 63044, USA",https://www.dentwizard.com/?utm_source=gmb&utm_medium=organic&utm_campaign=corporate,(800) 336-8949,Car Repair,Car Repair,3.0,44,OPERATIONAL,2026-08-24 15:05:22
2452,"Dependable Repair Service, LLC","Dependable Repair Service, LLC",2008301767,1,Automotive,527 Vantage Ave,Henderson,Nevada,89002,,ChIJhSomEdvT_6gRf2QapGJ861A,HomeTown Appliance Repair,"583 Carleton Dr, Henderson, NV 89014, USA",http://hometownappliancenv.com/,(702) 848-7660,Establishment,,4.9,46,OPERATIONAL,2026-08-24 15:05:22
2453,Derek Morgenstern,Demand Components,2020313579,1,Computer and Electronic Sales/Service,216 Sunlight Peak St,Henderson,Nevada,89012,,ChIJt9FhTIPRyIARt03C4sYRfQw,216 Sunlight Peak St,"216 Sunlight Peak St, Henderson, NV 89012, USA",,,Street Address,"Street Address, Subpremise",0.0,0,OPERATIONAL,2026-08-24 15:05:23
2454,Dermaclinic Vegas LLC,Dermaclinic Vegas LLC,2023323562,1,Medical Office,2451 W Horizon Ridge Pkwy,Henderson,Nevada,89052,,ChIJPad5qoLPyIAReZR0YfCRU4Y,Sukoon MedSpa,"2451 W Horizon Ridge Pkwy #100, Henderson, NV 89052, USA",,(702) 690-4565,Health,"Health, Spa",3.8,67,OPERATIONAL,2026-08-24 15:05:23
2455,Desert Bloom Flowers LLC,Live Love Flowers,2023329383,1,Miscellaneous,239 Pleasant Pebble St,Henderson,Nevada,89074,,,,,,,,,0.0,0,OPERATIONAL,2026-08-24 15:05:24
2456,Desert Bloom Recovery Ltd.,Desert Bloom Recovery,2020314209,1,"Social Work, Behavioral Therapy Business",2520 Saint Rose Pkwy,Henderson,Nevada,89074,(725) 222-0324,ChIJ4ZEujkXPyIARWbQGq1BOAdg,Desert Bloom Recovery,"2520 St Rose Pkwy #306, Henderson, NV 89074, USA",https://desertbloomrecovery.org/,(702) 509-6504,Health,Health,0.0,0,OPERATIONAL,2026-08-24 15:05:25
2457,"Desert Bookkeeping Services, LLC",Desert Bookkeeping Services,2023329231,1,Bookkeeping Business,2113 Rockrose Cir,Henderson,Nevada,89074,,ChIJGVZEFJlCRmcRTFchgf-n0ig,Seagaze Bookkeeping,"3459 St Rose Pkwy Ste 120-141, Henderson, NV 89052, USA",https://www.seagazebookkeeping.com/,(949) 413-0044,Accounting,"Accounting, Finance",5.0,1,OPERATIONAL,2026-08-24 15:05:25
2458,"Desert Capital Advisors, LLC",Desert Capital Advisors,2021316418,1,"Commodities, Securities, or Mutual Funds",2470 St Rose Pkwy,Henderson,Nevada,89074,,ChIJF7d5-pfPyIARTI_WQko60OU,Desert Capital Advisors,"2470 St Rose Pkwy #211, Henderson, NV 89074, USA",http://www.desertcapitaladvisors.com/,(702) 640-0923,Finance,Finance,0.0,0,OPERATIONAL,2026-08-24 15:05:26
2459,Desert Digital Tech Inc.,Desert Digital Tech Inc.,2024329996,1,E-Commerce and Online Retailer,2474 Poetica Pl,Henderson,Nevada,89044,,ChIJL2wizc1G2moRl8b5FPKX01U,Dex Tech,"493 Norcia Pl, Henderson, NV 89011, USA",https://dextech.cloud/,(845) 596-1708,Establishment,,5.0,1,OPERATIONAL,2026-08-24 15:05:26
2460,Desert Edge Ledgers LLC,Desert Edge Ledgers LLC,2024330322,1,Bookkeeping Business,861 Wintersweet Rd,Henderson,Nevada,89015,,,,,,,,,0.0,0,OPERATIONAL,2026-08-24 15:05:27
2461,"Desert Flour, L.L.C.",Panera Bread Bakery Cafe,"2003302258, 2005300311",2,Restaurant/Food Service,605 Mall Ring Cir,Henderson,Nevada,89014,,ChIJycqfP_HQyIAR6hFmhLsFbdQ,Panera Bread,"605 Mall Ring Cir Ste 140, Henderson, NV 89014, USA",https://www.panerabread.com/en-us/cafe/locations/nv/henderson/605-mall-ring-circle?utm_medium=local&utm_source=google&utm_campaign=dpm-dist&utm_term=204080&utm_content=main,(702) 434-4002,Bakery,"Bakery, Cafe, Food, Meal Takeaway, Restaurant, Store",4.0,895,OPERATIONAL,2026-08-24 15:05:27
2462,Desert Gold Home Services LLC,Desert Gold Home Services LLC,2025334388,1,Handyman,732 S 6th St,Las Vegas,Nevada,89101,,ChIJnaMFdJ3RyIAROtpBUEWfVqk,Silver Desert Handyman,"209 S Stephanie St #162, Henderson, NV 89012, USA",http://silverdeserthandyman.com/,(702) 704-5516,General Contractor,General Contractor,4.9,38,OPERATIONAL,2026-08-24 15:05:28
2463,"Desert Innovation, Research and Technology",DIRT,2020313398,1,Non-Profit Registration,465 Ash St,Henderson,Nevada,89015,,ChIJ7wUoU3fVyIARMz2opEgyEJo,Down4dirt Down 4 Dirt,"738 W Sunset Rd, Henderson, NV 89011, USA",http://www.down4dirt.com/,(725) 205-2463,Car Repair,"Car Repair, Store",4.8,17,OPERATIONAL,2026-08-24 15:05:28
2464,Desert Lifeguard Management L.L.C.,Desert Lifeguard Management,2018308310,1,Miscellaneous,2910 La Mesa Dr,Henderson,Nevada,89014,,,,,,,,,0.0,0,OPERATIONAL,2026-08-24 15:05:29
2465,"Desert Lights Insurance Group, LLC","Desert Lights Insurance Group, LLC",2017306222,1,Insurance Agency or Adjusting Firm,2850 W Horizon Ridge Pkwy,Henderson,Nevada,89052,,ChIJVXfGtxrUyIARVMHfs4fbEiM,High Desert Insurance Agency,"140 E Horizon Dr, Henderson, NV 89015, USA",https://www.progressive.com/agent/local-agent/NEVADA/Henderson/high-desert-insurance-89015?utm_source=google&utm_medium=local&utm_campaign=google-local-68009,(702) 558-8587,Insurance Agency,Insurance Agency,3.6,7,OPERATIONAL,2026-08-24 15:05:30
2466,"Desert Medicinals, LLC",Naturopathic NV Apothecary,2022319345,1,Miscellaneous,2625 N Green Valley Pkwy,Henderson,Nevada,89014,,ChIJB2TgEOfRyIAR6RNhabzIeKY,Naturopathic Nevada,"2625 N Green Valley Pkwy Unit 125, Henderson, NV 89014, USA",https://naturopathicnv.com/,(702) 703-7887,Health,Health,5.0,62,OPERATIONAL,2026-08-24 15:05:30
2467,"Desert Paradise Pool Cleaning Service, LLC","Desert Paradise Pool Cleaning Service, LLC",2020314778,1,Pool and Spa Maintenance,8938 Flying Frog Ave,Las Vegas,Nevada,89148,,ChIJE3f-OfeVyIAR17Uw2bPMMN4,Paradise Pools,"3416 Golden Pedal St, Las Vegas, NV 89129, USA",,(702) 672-4385,Establishment,,0.0,0,OPERATIONAL,2026-08-24 15:05:31
2468,"Desert Phoenix, LLC",Desert Phoenix Candle Co,2025332516,1,E-Commerce and Online Retailer,453 Winter Dove Ave,Henderson,Nevada,89011,(702) 550-2428,ChIJHWuhMrTQyIAREwntAwrNExA,453 Winter Dove Ave,"453 Winter Dove Ave, Henderson, NV 89011, USA",,,Premise,"Premise, Street Address",0.0,0,OPERATIONAL,2026-08-24 15:05:31
2469,Desert Premiere LLC,Desert Premiere LLC,2020313506,1,Medical Office,2291 Sutton Cliff Ave,Henderson,Nevada,89052,(702) 581-9332,ChIJt2fFp_jRyIARXDvx9JnFq1s,2291 Sutton Cliff Ave,"2291 Sutton Cliff Ave, Henderson, NV 89052, USA",,,Premise,"Premise, Street Address",0.0,0,OPERATIONAL,2026-08-24 15:05:32
2470,Desert Ready Mix of Nevada LLC,Desert Ready Mix of Nevada LLC,2025332302,1,Admin/Clerical Services,2230 Corporate Cir,Henderson,Nevada,89074,,ChIJscXzvBbRyIARoO2j3jxPnCs,Nevada Ready Mix,"151 Cassia Way, Henderson, NV 89014, USA",http://www.nevadareadymix.com/,(702) 457-1115,General Contractor,General Contractor,2.7,15,OPERATIONAL,2026-08-24 15:05:32
2471,Desert Retina PLLC,Desert Retina PLLC,2024331336,1,Medical Office,2865 Siena Heights Dr,Henderson,Nevada,89052,,ChIJ0UX5ZlOTyIARIsKegVAxlLU,Retina Consultants of Nevada,"710 Coronado Center Dr Ste 201, Henderson, NV 89052, USA",https://retinanevada.com/,(702) 369-0200,Doctor,"Doctor, Health",4.8,1199,OPERATIONAL,2026-08-24 15:05:33
2472,Desert Roots Academy,Desert Roots Academy,2025332835,1,Non-Profit Registration,2616 Le Pontet Ter,Henderson,Nevada,89044,,ChIJQePpJ1_byIARINcQbGBbQfI,Roots and Wings Daycare,"219 Eugene Way, Henderson, NV 89015, USA",http://www.rootsandwingsdaycare.com/,(702) 493-9450,Establishment,,4.2,5,OPERATIONAL,2026-08-24 15:05:33
2473,Desert Shutters and Shades LLC,Solar Screen City,2025333413,1,Inter-Jurisdictional Business,8301 Ashkum Ave,Las Vegas,Nevada,89149,,ChIJVVVVVfnDyIARbNFSLaf13CU,Solar Screen City,"8301 W Ashkum Ave, Las Vegas, NV 89149, USA",https://solarscreencity.com/,(702) 338-3782,Store,Store,4.8,81,OPERATIONAL,2026-08-24 15:05:34
2474,Desert Skin Studio LLC,Desert Skin Studio,2025332920,1,Beauty/Cosmetic Supplies,2651 Paseo Verde Pkwy,Henderson,Nevada,89074,,ChIJV5K_7VvPyIAR2udMN6nY3io,Desert Skin Studio,"2651 Paseo Verde Pkwy Ste 100, Henderson, NV 89074, USA",http://www.desertskinstudio.com/,(808) 741-0869,Health,Health,5.0,11,OPERATIONAL,2026-08-24 15:05:35
2475,"Desert Slims, LLC",Slim Chickens #15304,2024331709,1,Restaurant/Food Service,2645 Saint Rose Pkwy,Henderson,Nevada,89052,,ChIJX7DzmV_PyIARb857kNM1j-g,Slim Chickens,"2645 St Rose Pkwy Ste 100, Henderson, NV 89052, USA",https://slimchickens.com/?utm_source=google&utm_medium=organic&utm_campaign=gmb,(725) 710-2300,Food,"Food, Meal Takeaway, Restaurant",4.3,244,OPERATIONAL,2026-08-24 15:05:35
2476,Desert Soul Wellness LLC,Desert Soul Wellness LLC,2025332999,1,"Social Work, Behavioral Therapy Business",1070 W Horizon Ridge Pkwy,Henderson,Nevada,89012,,ChIJn1NihW_RyIARdpPV-nxaJWQ,Desert Bloom Counseling,"1070 W Horizon Ridge Pkwy Ste 210, Henderson, NV 89012, USA",https://www.desertbloomcounseling.com/,(702) 829-7804,Health,Health,0.0,0,OPERATIONAL,2026-08-24 15:05:36
2477,"Desert Sunrise Aviation, LLC","Desert Sunrise Aviation, LLC",2021317052,1,Miscellaneous,23 Charmartin St,Henderson,Nevada,89074,,ChIJXZlrRs3NyIAROz-RalcyRgg,All In Aviation,"1456 Jet Stream Dr, Henderson, NV 89052, USA",https://www.allinaviation.com/,(702) 255-4622,Establishment,,5.0,102,OPERATIONAL,2026-08-24 15:05:36
2478,Desert Tactical Armory LLC,Desert Tactical Armory LLC,2020314603,1,Firearms/Firearms Instructor,565 W Sunset Rd,Henderson,Nevada,89011,,ChIJBXlhtdTRyIARbW5PelSTAl4,Desert Tactical Armory,"565 W Sunset Rd, Henderson, NV 89011, USA",,(702) 600-1153,Store,Store,5.0,7,OPERATIONAL,2026-08-24 15:05:37
2479,Desert Therapy and Wellness LLC,Desert Therapy and Wellness LLC,2026335774,1,"Social Work, Behavioral Therapy Business",1489 W Warm Springs Rd,Henderson,Nevada,89014,,ChIJ9er5i1bQyIARFoxKIMUbook,Center For Trauma & Abuse,"1489 W Warm Springs Rd, Henderson, NV 89014, USA",http://www.ctalasvegas.com/,(702) 806-8618,Health,Health,4.5,2,OPERATIONAL,2026-08-24 15:05:37
2480,Desert Treatment Behavioral LLC,Desert Treatment Behavioral LLC,2021316197,1,"Social Work, Behavioral Therapy Business",2598 Windmill Pkwy,Henderson,Nevada,89074,,ChIJ-YyUoFDQyIARhIwrWRU4GVw,Desert Treatment Clinic,"2598 Windmill Pkwy #100, Henderson, NV 89074, USA",https://deserttreatment.com/,(702) 248-0000,Health,Health,3.6,54,OPERATIONAL,2026-08-24 15:05:38
2481,Desert Treatment Clinic LLC,Desert Treatment Clinic LLC,2009303986,1,Medical Office,2598 Windmill Pkwy,Henderson,Nevada,89074,,ChIJ-YyUoFDQyIARhIwrWRU4GVw,Desert Treatment Clinic,"2598 Windmill Pkwy #100, Henderson, NV 89074, USA",https://deserttreatment.com/,(702) 248-0000,Health,Health,3.6,54,OPERATIONAL,2026-08-24 15:05:38
2482,"Desert Valley Audiology, LLC",Desert Valley Audiology and Balance Center,2015301991,1,Miscellaneous,861 Coronado Center Dr,Henderson,Nevada,89052,(702) 605-9133,ChIJGSYb4dPRyIARs1PRG2BZjyI,"Desert Valley Audiology, Dizziness and Balance","861 Coronado Center Dr #210, Henderson, NV 89052, USA",https://lasvegashears.com/,(702) 605-9133,Doctor,"Doctor, Health, Store",4.9,97,OPERATIONAL,2026-08-24 15:05:39
2483,Desi Huerta LLC,Desi Huerta LLC,2023322002,1,Personal Services,2025 Tinted Canvas St,Henderson,Nevada,89044,(414) 217-1090,ChIJO9dAqyPRyIARlaDCGY168pg,Ultra Tint And Custom Henderson,"671 Middlegate Rd Ste C, Henderson, NV 89011, USA",https://ultratintcustomlv.com/,(702) 444-9189,Car Repair,"Car Repair, Car Wash, Electronics Store, Store",5.0,14,OPERATIONAL,2026-08-24 15:05:39
2484,"Design Vision, Inc.",SLA Land Architects,2005306273,1,Architectural Firm,1700 W Horizon Ridge Pkwy,Henderson,Nevada,89012,,ChIJVxt5Pm3QyIARS2204CE1K78,SLA Land Architects,"1700 W Horizon Ridge Pkwy #203, Henderson, NV 89012, USA",http://www.slalandarchitects.com/,(702) 597-3108,General Contractor,General Contractor,5.0,1,OPERATIONAL,2026-08-24 15:05:40
2485,Designated Defense Security Services,Designated Defense Security Services,2021317599,1,Private Investigators/Related Occupations,1481 W Warm Springs Rd,Henderson,Nevada,89014,,ChIJ4TrLa2aAbkYRs2b-5mXeIzc,Designated Defense Security Services,"1481 W Warm Springs Rd #144, Henderson, NV 89014, USA",http://www.designateddefense.com/,(702) 463-0308,Establishment,,4.7,46,OPERATIONAL,2026-08-24 15:05:40
2486,"Designs for Health, Inc.","Designs for Health, Inc.","2014300740, 2025332112",2,"Distribution Center (Grandfathered), Distribution Center",1735 Chaparral Rd,Henderson,Nevada,89044,,ChIJpccqHwDNyIARP7TpGlvxxtg,Designs for Health,"1735 Chaparral Rd, Henderson, NV 89044, USA",,,Storage,Storage,1.0,1,OPERATIONAL,2026-08-24 15:05:41
2487,Designs with Prestige LLC,Dog Supplies Outlet,"2013303115, 2021316522, 2024330306, 2025333652",4,Pet Product Sales,2960 St Rose Pkwy,Henderson,Nevada,89052,(704) 707-5193,ChIJPwCX0GzOyIAR0J8gvhsO-Ts,Dog Supplies Outlet,"2960 St Rose Pkwy #170, Henderson, NV 89052, USA",http://www.dogsuppliesvegas.com/,(702) 901-7557,Pet Store,"Pet Store, Store",4.9,1004,OPERATIONAL,2026-08-24 15:05:41
2488,Desiray Inc,Desiray Inc,2017306326,1,Beauty/Cosmetic Supplies,2651 Paseo Verde Pkwy,Henderson,Nevada,89074,,ChIJk3N2Qy3QyIARYKt41tb7q6w,Credit Union 1,"2651 Paseo Verde Pkwy, Henderson, NV 89074, USA",https://www.creditunion1.org/henderson-paseo-pkwy/,(702) 847-5952,Bank,"Bank, Finance",4.6,512,OPERATIONAL,2026-08-24 15:05:42
2489,"Deslauriers, Inc.","Deslauriers, Inc.",2014300356,1,Miscellaneous,900 W Warm Springs Rd,Henderson,Nevada,89011,,ChIJSwEQ7-DQyIARbkazB4ylD0Q,Deslauriers Inc,"900 W Warm Springs Rd Ste 109 building c, Henderson, NV 89011, USA",https://www.deslinc.com/,(708) 310-7863,Establishment,,5.0,2,OPERATIONAL,2026-08-24 15:05:42
2490,"Dessert Oil Collection, LLC","Desert Oil Collection, LLC",2018308464,1,Inter-Jurisdictional Business,4550 Donovan Way,North Las Vegas,Nevada,89081,,,,,,,,,0.0,0,OPERATIONAL,2026-08-24 15:05:43
2491,Detail Boulevard LLC,Detail Boulevard,2023321884,1,Mobile Detailing,715 Beechwheat Way,Henderson,Nevada,89015,,ChIJ2dUYNN1HUG8RUfP81VB3cj8,Bartlett Detail LLC,"101 Via Vin Santo, Henderson, NV 89011, USA",https://bartlettdetail.com/,(702) 701-3470,Car Wash,Car Wash,5.0,123,OPERATIONAL,2026-08-24 15:05:43
2492,Deuces Duct Cleaning llc,DEUCES DUCT CLEANING LLC,2020313961,1,Cleaning Services,301 Julie  CIR,Las Vegas,Nevada,89107,,ChIJL-0nR_O_yIARVN7dxG1qn58,Las Vegas Air Duct Cleaning Services,"6543 S Las Vegas Blvd #200, Las Vegas, NV 89119, USA",http://www.lvductpros.com/,(702) 331-4133,Establishment,,4.8,366,OPERATIONAL,2026-08-24 15:05:44
2493,Developed Expertise LLC,Developed Expertise LLC,2023322539,1,Management/Marketing/Consulting,686 Gleaming Dawn Ct,Henderson,Nevada,89052,,ChIJkUySvPfRyIARVH-ZJ2k4RDs,686 Gleaming Dawn Ct,"686 Gleaming Dawn Ct, Henderson, NV 89052, USA",,,Premise,"Premise, Street Address",0.0,0,OPERATIONAL,2026-08-24 15:05:44
2494,Device Masters LLC,Device Masters,2024331203,1,Miscellaneous,701 N Green Valley Pkwy,Henderson,Nevada,89074,,ChIJ87QxHxHRyIAR4b9V-QVL_wU,"Device Masters - Henderson, Cell Phone Repair","701 N Green Valley Pkwy #200, Henderson, NV 89074, USA",,(702) 707-9220,Establishment,,5.0,20,OPERATIONAL,2026-08-24 15:05:45
2495,"Di Domani, Inc.","Di Domani, Inc.","2018307855, 2018307854",2,"Miscellaneous, Management/Marketing/Consulting",2170 Stage Stop Dr,Henderson,Nevada,89052,,ChIJD4pg4w3SyIAR5QpXrtSyb8k,2170 Stage Stop Dr,"2170 Stage Stop Dr, Henderson, NV 89052, USA",,,Premise,"Premise, Street Address",0.0,0,OPERATIONAL,2026-08-24 15:05:45
2496,Di Nuovo LLC,Carmines Pizza Kitchen,"2014303561, 2015300144",2,"Restaurant/Food Service, Liquor",2520 W Horizon Ridge Pkwy,Henderson,Nevada,89052,,ChIJ9-H62ALOyIAR0Mkk3UFoYYw,Carmine's Pizza Kitchen,"2520 W Horizon Ridge Pkwy Ste 150, Henderson, NV 89052, USA",https://carminespizzakitchen.com/#,(702) 734-2188,Food,"Food, Restaurant",4.4,519,OPERATIONAL,2026-08-24 15:05:46
2497,"Di Sab's Food Services, LLC",Di Sab's Mangia Mobile,2023329372,1,Mobile Food Vendor,2100 N Boulder Hwy,Henderson,Nevada,89011,,ChIJd72qftbRyIAR40ByZtrea3c,Di Sab's Mangia Mobile,"2100 N Boulder Hwy, Henderson, NV 89011, USA",https://disabsmangiamobile.com/,(702) 275-6650,Food,Food,4.5,23,OPERATIONAL,2026-08-24 15:05:46
2498,"Dialpad, Inc.","Dialpad, Inc.",2016301734,1,Public Utility Telecom,2700 Camino Ramon,San Ramon,California,94583,(415) 881-1796,ChIJsWmzc2GAhYARZtnKJZSq3Zw,Dialpad,"2700 Camino Ramon Fl 4, San Ramon, CA 94583, USA",https://dialpad.com/,(855) 342-5723,Establishment,,2.8,38,OPERATIONAL,2026-08-24 15:05:47
